bID_mID_oID,object_type,entity_path,reader_path,writer_path,namespaces,reader_relation_types,writer_relation_types,writer_argvs,reader_argvs,CNS_event_count,priviledged_flow,label
31_9300560_272436,process_memory,['/usr/bin/docker-runc'],['/usr/bin/docker-runc'],"['/usr/local/bin/etcd', '/usr/bin/docker-runc']","[1, 1, 0, 0, 0]",['memory_read'],"['memory_write', 'clone_mem']","['docker-runc', 'init']",[],2,0,0
31_9300560_272441,process_memory,['/usr/bin/docker-runc'],['/usr/bin/docker-runc'],['/usr/bin/docker-runc'],"[0, 0, 0, 1, 0]",['memory_read'],"['memory_write', 'clone_mem']",[],[],1,0,0
31_9300560_274511,pipe,[],['/usr/bin/docker-containerd-shim'],['/usr/bin/docker-runc'],"[1, 1, 0, 1, 0]",['read'],['write_ioctl'],"['-ec', '/bin/sh']",[],2,1,0
31_9300560_274568,socket,[],[],[],"[0, 0, 0, 0, 0]",[],[],[],[],10,0,0
31_9300560_274587,socket,[],[],['/usr/bin/docker-runc'],"[1, 1, 1, 1, 1]",[],"['socket_pair_create', 'socket_create']","['docker-runc', 'init']",[],2,0,0
31_9300560_274589,socket,[],['/usr/bin/docker-runc'],['/usr/bin/docker-runc'],"[1, 1, 0, 0, 0]",['receive'],"['socket_pair_create', 'socket_create']","['docker-runc', 'init']",[],2,0,0
31_9300560_274591,process_memory,['/usr/bin/docker-runc'],['/usr/bin/docker-runc'],"['/usr/local/bin/etcd', '/usr/bin/docker-runc']","[1, 1, 0, 0, 0]",['memory_read'],"['memory_write', 'clone_mem']","['docker-runc', 'init']",[],2,0,0
31_9300560_274596,process_memory,['/usr/bin/docker-runc'],['/usr/bin/docker-runc'],['/usr/bin/docker-runc'],"[0, 0, 0, 1, 0]",['memory_read'],"['memory_write', 'clone_mem']",[],[],1,0,0
31_9300560_276577,file,"['/var/lib/docker/overlay2/d849976a72d3481834c4ff3d052e6a050b0c133fa11302063cb42d1979c769ef/diff/badtar', '/badtar']",['/usr/bin/nice'],"['/usr/bin/dockerd', '/bin/bash']","[1, 1, 1, 1, 1]",['getattr'],['write'],['cat'],"['du', '-s', '/var/lib/docker/overlay2/d849976a72d3481834c4ff3d052e6a050b0c133fa11302063cb42d1979c769ef/diff']",1,1,1
31_9300560_276631,pipe,[],['/usr/bin/docker-containerd-shim'],['/usr/bin/docker-runc'],"[1, 1, 0, 1, 0]",['read'],['write_ioctl'],"['-ec', '/bin/sh']",[],2,1,0
31_9300560_276689,socket,[],['/usr/bin/docker-runc'],['/usr/bin/docker-runc'],"[1, 1, 0, 1, 0]","['receive_msg', 'receive']","['send', 'send_msg']","['docker-runc', 'init']",[],10,0,0
31_9300560_276708,socket,[],[],[],"[0, 0, 0, 0, 0]",[],[],[],[],2,0,0
31_9300560_276710,socket,[],[],[],"[0, 0, 0, 0, 0]",[],[],[],[],2,0,0
31_9300560_276712,process_memory,['/usr/bin/docker-runc'],['/usr/bin/docker-runc'],"['/usr/local/bin/etcd', '/usr/bin/docker-runc']","[1, 1, 0, 0, 0]",['memory_read'],"['memory_write', 'clone_mem']","['docker-runc', 'init']",[],2,0,0
31_9300560_276717,process_memory,['/usr/bin/docker-runc'],['/usr/bin/docker-runc'],['/usr/bin/docker-runc'],"[0, 0, 0, 1, 0]",['memory_read'],"['memory_write', 'clone_mem']",[],[],1,0,0
31_9300560_282770,pipe,[],['/usr/bin/docker-containerd-shim'],['/usr/bin/docker-runc'],"[1, 1, 0, 1, 0]",['read'],['write_ioctl'],"['-ec', '/bin/sh']",[],2,1,0
31_9300560_282827,socket,[],[],"['/usr/bin/docker-containerd-shim', '/usr/local/bin/etcd']","[1, 1, 1, 1, 1]",[],"['socket_pair_create', 'socket_create']","['--pid-file', '--log-format', '/run/docker/containerd/daemon/io.containerd.runtime.v1.linux/moby/64744db95a02afeee576f472a9af8f5f21138c4fbce7ed2b7e65237d12d1571b/log.json', '/tmp/runc-process677898376', 'json', '--log', '--detach', '/var/run/docker/runtime-runc/moby', '--root', 'exec', '--process', '64744db95a02afeee576f472a9af8f5f21138c4fbce7ed2b7e65237d12d1571b', 'docker-runc', '/run/docker/containerd/daemon/io.containerd.runtime.v1.linux/moby/64744db95a02afeee576f472a9af8f5f21138c4fbce7ed2b7e65237d12d1571b/b31825ef4a452ded8567ce33889012110a92c85f981d387d45504d4ceb22e28d.pid']",[],10,0,0
31_9300560_282846,socket,[],['/usr/bin/docker-runc'],[],"[1, 1, 1, 1, 1]","['receive_msg', 'receive']",[],[],[],2,0,0
31_9300560_282848,socket,[],['/usr/bin/docker-runc'],['/usr/bin/docker-runc'],"[1, 1, 0, 1, 0]","['receive_msg', 'receive']","['socket_pair_create', 'socket_create']","['docker-runc', 'init']",[],2,0,0
31_9300560_282850,process_memory,['/usr/bin/docker-runc'],['/usr/bin/docker-runc'],"['/usr/local/bin/etcd', '/usr/bin/docker-runc']","[1, 1, 0, 0, 0]",['memory_read'],"['memory_write', 'clone_mem']","['docker-runc', 'init']",[],2,0,0
31_9300560_282855,process_memory,['/usr/bin/docker-runc'],['/usr/bin/docker-runc'],['/usr/bin/docker-runc'],"[0, 0, 0, 1, 0]",['memory_read'],"['memory_write', 'clone_mem']",[],[],1,0,0
31_9300560_283864,file,['/var/lib/docker/overlay2/d849976a72d3481834c4ff3d052e6a050b0c133fa11302063cb42d1979c769ef/diff/bin/tar'],['/usr/bin/nice'],"['/usr/bin/dockerd', '/bin/bash']","[1, 1, 1, 1, 1]",['getattr'],"['link', 'write']","['cp', '/bin/tar', 'badtar']","['du', '-s', '/var/lib/docker/overlay2/d849976a72d3481834c4ff3d052e6a050b0c133fa11302063cb42d1979c769ef/diff']",1,1,1
31_9300560_283919,pipe,[],['/usr/bin/docker-containerd-shim'],['/usr/bin/docker-runc'],"[1, 1, 0, 1, 0]",['read'],['write_ioctl'],"['-ec', '/bin/sh']",[],2,1,0
31_9300560_283977,socket,[],"['/usr/bin/docker-runc', '/usr/bin/dockerd']","['/usr/bin/docker-containerd-shim', '/usr/bin/docker-runc', '/usr/local/bin/etcd']","[1, 1, 0, 1, 0]","['receive_msg', 'receive']","['send', 'send_msg', 'socket_create', 'socket_pair_create']","['--pid-file', '--log-format', '/run/docker/containerd/daemon/io.containerd.runtime.v1.linux/moby/64744db95a02afeee576f472a9af8f5f21138c4fbce7ed2b7e65237d12d1571b/log.json', 'json', '--log', '--detach', 'init', '/run/docker/containerd/daemon/io.containerd.runtime.v1.linux/moby/64744db95a02afeee576f472a9af8f5f21138c4fbce7ed2b7e65237d12d1571b/49f5ea1da985eba6877697c5c0613bce65a826034a427ffdd34b18726782e933.pid', '/var/run/docker/runtime-runc/moby', '--root', 'exec', '--process', '64744db95a02afeee576f472a9af8f5f21138c4fbce7ed2b7e65237d12d1571b', '/tmp/runc-process539743815', 'docker-runc']","['-ec', '/bin/sh']",10,0,0
31_9300560_283996,socket,[],['/usr/bin/docker-runc'],[],"[1, 1, 1, 1, 1]","['receive_msg', 'receive']",[],[],[],2,0,0
31_9300560_283998,socket,[],['/usr/bin/docker-runc'],['/usr/bin/docker-runc'],"[1, 1, 0, 1, 0]",['receive'],"['socket_pair_create', 'socket_create']","['docker-runc', 'init']",[],2,0,0
31_9300560_284000,process_memory,['/usr/bin/docker-runc'],['/usr/bin/docker-runc'],"['/usr/local/bin/etcd', '/usr/bin/docker-runc']","[1, 1, 0, 0, 0]",['memory_read'],"['memory_write', 'clone_mem']","['docker-runc', 'init']",[],2,0,0
31_9300560_284005,process_memory,['/usr/bin/docker-runc'],['/usr/bin/docker-runc'],['/usr/bin/docker-runc'],"[0, 0, 0, 1, 0]",['memory_read'],"['memory_write', 'clone_mem']",[],[],1,0,0
31_9300560_285783,pipe,[],['/usr/bin/docker-containerd-shim'],['/usr/bin/docker-runc'],"[1, 1, 0, 1, 0]",['read'],['write_ioctl'],"['-ec', '/bin/sh']",[],2,1,0
31_9300560_285841,socket,[],[],"['/usr/bin/docker-containerd-shim', '/usr/local/bin/etcd']","[1, 1, 1, 1, 1]",[],"['socket_pair_create', 'socket_create']","['--pid-file', '--log-format', '/run/docker/containerd/daemon/io.containerd.runtime.v1.linux/moby/64744db95a02afeee576f472a9af8f5f21138c4fbce7ed2b7e65237d12d1571b/log.json', '/run/docker/containerd/daemon/io.containerd.runtime.v1.linux/moby/64744db95a02afeee576f472a9af8f5f21138c4fbce7ed2b7e65237d12d1571b/4ef029f2be21c6b318dbf7bc4e5fa11c2791012b07bbb0f5a4a91af0b008e2a8.pid', 'json', '--log', '64744db95a02afeee576f472a9af8f5f21138c4fbce7ed2b7e65237d12d1571b', '/tmp/runc-process332091642', '/var/run/docker/runtime-runc/moby', '--root', 'exec', '--process', '--detach', 'docker-runc']",[],10,0,0
31_9300560_285860,socket,[],[],[],"[0, 0, 0, 0, 0]",[],[],[],[],2,0,0
31_9300560_285862,socket,[],[],[],"[0, 0, 0, 0, 0]",[],[],[],[],2,0,0
31_9300560_285864,process_memory,['/usr/bin/docker-runc'],['/usr/bin/docker-runc'],"['/usr/local/bin/etcd', '/usr/bin/docker-runc']","[1, 1, 0, 0, 0]",['memory_read'],"['memory_write', 'clone_mem']","['docker-runc', 'init']",[],2,0,0
31_9300560_285869,process_memory,['/usr/bin/docker-runc'],['/usr/bin/docker-runc'],['/usr/bin/docker-runc'],"[0, 0, 0, 1, 0]",['memory_read'],"['memory_write', 'clone_mem']",[],[],1,0,0
31_9300560_288309,pipe,[],['/usr/bin/docker-containerd-shim'],['/usr/bin/docker-runc'],"[1, 1, 0, 1, 0]",['read'],['write_ioctl'],"['-ec', '/bin/sh']",[],2,1,0
31_9300560_288367,socket,[],"['/usr/bin/docker-runc', '/usr/bin/dockerd']",['/usr/bin/docker-runc'],"[1, 1, 0, 1, 0]","['receive_msg', 'receive']","['send', 'send_msg']","['docker-runc', 'init']","['-ec', '/bin/sh']",10,0,0
31_9300560_288386,socket,[],[],[],"[0, 0, 0, 0, 0]",[],[],[],[],2,0,0
31_9300560_288388,socket,[],['/usr/bin/docker-runc'],['/usr/bin/docker-runc'],"[1, 1, 0, 1, 0]","['receive_msg', 'receive']","['socket_pair_create', 'socket_create']","['docker-runc', 'init']",[],2,0,0
31_9300560_288390,process_memory,['/usr/bin/docker-runc'],['/usr/bin/docker-runc'],"['/usr/local/bin/etcd', '/usr/bin/docker-runc']","[1, 1, 0, 0, 0]",['memory_read'],"['memory_write', 'clone_mem']","['docker-runc', 'init']",[],2,0,0
31_9300560_288395,process_memory,['/usr/bin/docker-runc'],['/usr/bin/docker-runc'],['/usr/bin/docker-runc'],"[0, 0, 0, 1, 0]",['memory_read'],"['memory_write', 'clone_mem']",[],[],1,0,0
31_9300560_290462,pipe,[],['/usr/bin/docker-containerd-shim'],['/usr/bin/docker-runc'],"[1, 1, 0, 1, 0]",['read'],['write_ioctl'],"['-ec', '/bin/sh']",[],2,1,0
31_9300560_290519,socket,[],['/usr/bin/docker-runc'],['/usr/bin/docker-runc'],"[1, 1, 0, 1, 0]","['receive_msg', 'receive']","['send', 'send_msg']","['docker-runc', 'init']",[],10,0,0
31_9300560_290538,socket,[],['/usr/bin/docker-runc'],['/usr/bin/docker-runc'],"[1, 1, 0, 0, 0]","['receive_msg', 'receive']","['socket_pair_create', 'socket_create']","['docker-runc', 'init']",[],2,0,0
31_9300560_290540,socket,[],['/usr/bin/docker-runc'],['/usr/bin/docker-runc'],"[1, 1, 0, 1, 0]","['receive_msg', 'receive']","['socket_pair_create', 'socket_create']","['docker-runc', 'init']",[],2,0,0
31_9300560_290542,process_memory,['/usr/bin/docker-runc'],['/usr/bin/docker-runc'],"['/usr/local/bin/etcd', '/usr/bin/docker-runc']","[1, 1, 0, 0, 0]",['memory_read'],"['memory_write', 'clone_mem']","['docker-runc', 'init']",[],2,0,0
31_9300560_290547,process_memory,['/usr/bin/docker-runc'],['/usr/bin/docker-runc'],['/usr/bin/docker-runc'],"[0, 0, 0, 1, 0]",['memory_read'],"['memory_write', 'clone_mem']",[],[],1,0,0
31_9300560_292542,pipe,[],['/usr/bin/docker-containerd-shim'],['/usr/bin/docker-runc'],"[1, 1, 0, 1, 0]",['read'],['write_ioctl'],"['-ec', '/bin/sh']",[],2,1,0
31_9300560_292599,socket,[],"['/usr/bin/docker-runc', '/usr/bin/dockerd']",['/usr/bin/docker-runc'],"[1, 1, 0, 1, 0]","['receive_msg', 'receive']","['send', 'send_msg']","['docker-runc', 'init']","['-ec', '/bin/sh']",10,0,0
31_9300560_292618,socket,[],['/usr/bin/docker-runc'],['/usr/bin/docker-runc'],"[1, 1, 0, 0, 0]","['receive_msg', 'receive']","['socket_pair_create', 'socket_create']","['docker-runc', 'init']",[],2,0,0
31_9300560_292620,socket,[],['/usr/bin/docker-runc'],['/usr/bin/docker-runc'],"[1, 1, 0, 0, 0]",['receive'],"['socket_pair_create', 'socket_create']","['docker-runc', 'init']",[],2,0,0
31_9300560_292622,process_memory,['/usr/bin/docker-runc'],['/usr/bin/docker-runc'],"['/usr/local/bin/etcd', '/usr/bin/docker-runc']","[1, 1, 0, 0, 0]",['memory_read'],"['memory_write', 'clone_mem']","['docker-runc', 'init']",[],2,0,0
31_9300560_292627,process_memory,['/usr/bin/docker-runc'],['/usr/bin/docker-runc'],['/usr/bin/docker-runc'],"[0, 0, 0, 1, 0]",['memory_read'],"['memory_write', 'clone_mem']",[],[],1,0,0
31_9300560_293485,pipe,[],['/usr/bin/docker-containerd-shim'],['/bin/bash'],"[1, 1, 1, 1, 1]",['read'],['write'],"['cat', '/pwn.tar']",[],2,1,1
31_9300560_293487,pipe,[],['/usr/bin/docker-containerd-shim'],['/usr/bin/docker-runc'],"[1, 1, 1, 1, 1]",['read'],['write_ioctl'],"['-', '/tmp/twist', '/bin/bash', 'tar', 'cf', '/bin/tar']",[],2,1,1
31_9300560_293542,socket,[],[],[],"[0, 0, 0, 0, 0]",[],[],[],[],10,0,0
31_9300560_293561,socket,[],['/usr/bin/docker-runc'],['/usr/bin/docker-runc'],"[1, 1, 1, 0, 1]","['receive_msg', 'receive']","['socket_pair_create', 'socket_create']","['docker-runc', 'init']",[],2,0,0
31_9300560_293563,socket,[],[],[],"[0, 0, 0, 0, 0]",[],[],[],[],2,0,0
31_9300560_293565,process_memory,['/usr/bin/docker-runc'],['/usr/bin/docker-runc'],['/usr/bin/docker-runc'],"[1, 1, 1, 0, 1]",['memory_read'],"['memory_write', 'clone_mem']","['docker-runc', 'init']",[],2,0,0
31_9300560_293571,process_memory,['/usr/bin/docker-runc'],['/usr/bin/docker-runc'],['/usr/bin/docker-runc'],"[0, 0, 0, 1, 0]",['memory_read'],"['memory_write', 'clone_mem']",[],[],1,0,0
31_9300560_296809,pipe,[],['/usr/bin/docker-containerd-shim'],['/usr/bin/docker-runc'],"[1, 1, 0, 1, 0]",['read'],['write_ioctl'],"['-ec', '/bin/sh']",[],2,1,0
31_9300560_296866,socket,[],[],[],"[0, 0, 0, 0, 0]",[],[],[],[],10,0,0
31_9300560_296885,socket,[],['/usr/bin/docker-runc'],[],"[1, 1, 1, 1, 1]","['receive_msg', 'receive']",[],[],[],2,0,0
31_9300560_296887,socket,[],['/usr/bin/docker-runc'],['/usr/bin/docker-runc'],"[1, 1, 0, 0, 0]",['receive'],"['socket_pair_create', 'socket_create']","['docker-runc', 'init']",[],2,0,0
31_9300560_296889,process_memory,['/usr/bin/docker-runc'],['/usr/bin/docker-runc'],"['/usr/local/bin/etcd', '/usr/bin/docker-runc']","[1, 1, 0, 0, 0]",['memory_read'],"['memory_write', 'clone_mem']","['docker-runc', 'init']",[],2,0,0
31_9300560_296894,process_memory,['/usr/bin/docker-runc'],['/usr/bin/docker-runc'],['/usr/bin/docker-runc'],"[0, 0, 0, 1, 0]",['memory_read'],"['memory_write', 'clone_mem']",[],[],1,0,0
31_9300560_297939,pipe,[],['/usr/bin/docker-containerd-shim'],['/usr/bin/docker-runc'],"[1, 1, 0, 1, 0]",['read'],['write_ioctl'],"['-ec', '/bin/sh']",[],2,1,0
31_9300560_297996,socket,[],"['/usr/bin/docker-runc', '/usr/bin/dockerd']","['/usr/bin/docker-containerd-shim', '/usr/bin/docker-runc', '/usr/local/bin/etcd']","[1, 1, 0, 1, 0]","['receive_msg', 'receive']","['send', 'send_msg', 'socket_create', 'socket_pair_create']","['--pid-file', '/tmp/runc-process432834005', '--log-format', '/run/docker/containerd/daemon/io.containerd.runtime.v1.linux/moby/64744db95a02afeee576f472a9af8f5f21138c4fbce7ed2b7e65237d12d1571b/log.json', 'json', '--log', '--detach', 'init', '/run/docker/containerd/daemon/io.containerd.runtime.v1.linux/moby/64744db95a02afeee576f472a9af8f5f21138c4fbce7ed2b7e65237d12d1571b/bc574be3080e8722b9edfa071541e92bbe06e900c8632c19a18e0f547e1dbbbc.pid', '--root', '/var/run/docker/runtime-runc/moby', 'exec', '--process', '64744db95a02afeee576f472a9af8f5f21138c4fbce7ed2b7e65237d12d1571b', 'docker-runc']","['-ec', '/bin/sh']",10,0,0
31_9300560_298015,socket,[],['/usr/bin/docker-runc'],[],"[1, 1, 1, 1, 1]","['receive_msg', 'receive']",[],[],[],2,0,0
31_9300560_298017,socket,[],['/usr/bin/docker-runc'],['/usr/bin/docker-runc'],"[1, 1, 0, 0, 0]",['receive'],"['socket_pair_create', 'socket_create']","['docker-runc', 'init']",[],2,0,0
31_9300560_298019,process_memory,['/usr/bin/docker-runc'],['/usr/bin/docker-runc'],"['/usr/local/bin/etcd', '/usr/bin/docker-runc']","[1, 1, 0, 0, 0]",['memory_read'],"['memory_write', 'clone_mem']","['docker-runc', 'init']",[],2,0,0
31_9300560_298024,process_memory,['/usr/bin/docker-runc'],['/usr/bin/docker-runc'],['/usr/bin/docker-runc'],"[0, 0, 0, 1, 0]",['memory_read'],"['memory_write', 'clone_mem']",[],[],1,0,0
31_9300560_299913,pipe,[],['/usr/bin/docker-containerd-shim'],['/usr/bin/docker-runc'],"[1, 1, 0, 1, 0]",['read'],['write_ioctl'],"['-ec', '/bin/sh']",[],2,1,0
31_9300560_299970,socket,[],"['/usr/bin/docker-runc', '/usr/bin/dockerd']",['/usr/bin/docker-runc'],"[1, 1, 0, 1, 0]","['receive_msg', 'receive']","['send', 'send_msg']","['docker-runc', 'init']","['-ec', '/bin/sh']",10,0,0
31_9300560_299989,socket,[],['/usr/bin/docker-runc'],['/usr/bin/docker-runc'],"[1, 1, 0, 0, 0]","['receive_msg', 'receive']","['socket_pair_create', 'socket_create']","['docker-runc', 'init']",[],2,0,0
31_9300560_299991,socket,[],[],[],"[0, 0, 0, 0, 0]",[],[],[],[],2,0,0
31_9300560_299993,process_memory,['/usr/bin/docker-runc'],['/usr/bin/docker-runc'],"['/usr/local/bin/etcd', '/usr/bin/docker-runc']","[1, 1, 0, 0, 0]",['memory_read'],"['memory_write', 'clone_mem']","['docker-runc', 'init']",[],2,0,0
31_9300560_299998,process_memory,['/usr/bin/docker-runc'],['/usr/bin/docker-runc'],['/usr/bin/docker-runc'],"[0, 0, 0, 1, 0]",['memory_read'],"['memory_write', 'clone_mem']",[],[],1,0,0
31_9300560_46893,process_memory,['/usr/sbin/cron'],"['/sbin/killall5', '/bin/dash', '/coredns', '/usr/sbin/cron', '/usr/bin/kubelet', '/opt/bin/flanneld', '/usr/local/bin/kube-proxy', '/usr/bin/dockerd']",['/usr/sbin/cron'],"[0, 1, 0, 0, 0]","['ptrace_read', 'memory_read']",['memory_write'],[],"['pidof', 'php7.2']",2,0,0
31_9300560_47816,process_memory,['/usr/sbin/irqbalance'],"['/sbin/killall5', '/bin/dash', '/coredns', '/usr/bin/kubelet', '/opt/bin/flanneld', '/usr/local/bin/kube-proxy', '/usr/bin/dockerd']",['/usr/sbin/irqbalance'],"[0, 1, 0, 0, 0]",['ptrace_read'],['memory_write'],[],"['pidof', 'php7.2']",2,0,0
31_9300560_48129,process_memory,['/usr/bin/dbus-daemon'],"['/sbin/killall5', '/bin/dash', '/coredns', '/usr/bin/kubelet', '/opt/bin/flanneld', '/usr/local/bin/kube-proxy', '/usr/bin/dbus-daemon', '/usr/bin/dockerd']",['/usr/bin/dbus-daemon'],"[0, 1, 0, 0, 0]","['ptrace_read', 'memory_read']",['memory_write'],[],"['pidof', 'php7.2']",2,0,0
31_9300560_49708,process_memory,['/usr/sbin/rsyslogd'],"['/sbin/killall5', '/bin/dash', '/coredns', '/usr/bin/kubelet', '/opt/bin/flanneld', '/usr/local/bin/kube-proxy', '/usr/bin/dockerd']",['/usr/sbin/rsyslogd'],"[0, 1, 0, 0, 0]",['ptrace_read'],['memory_write'],[],"['pidof', 'php7.2']",2,0,0
31_9300560_57283,process_memory,['/usr/bin/dockerd'],"['/sbin/killall5', '/bin/dash', '/coredns', '/usr/bin/kubelet', '/opt/bin/flanneld', '/usr/local/bin/kube-proxy', '/usr/bin/dockerd']",['/usr/bin/dockerd'],"[0, 1, 0, 0, 0]","['ptrace_read', 'memory_read']",['memory_write'],[],"['pidof', 'php7.2']",2,0,0
